travel_type,market,measure,unit,state,state_abbrev,period_type,year,quarter,period_label,is_calendar_year_end,value,source,source_file,original_table,original_title
Daytrip,All daytrip,Spend,AUD millions,New South Wales,NSW,year_ending,2021,Q3,YE Q3 2021,False,6862.241,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,New South Wales,NSW,year_ending,2021,Q4,YE Q4 2021,True,7055.171,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,New South Wales,NSW,year_ending,2022,Q1,YE Q1 2022,False,7077.087,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,New South Wales,NSW,year_ending,2022,Q2,YE Q2 2022,False,7546.476,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,New South Wales,NSW,year_ending,2022,Q3,YE Q3 2022,False,9083.789,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,New South Wales,NSW,year_ending,2022,Q4,YE Q4 2022,True,10322.603,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,New South Wales,NSW,year_ending,2023,Q1,YE Q1 2023,False,10982.538,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,New South Wales,NSW,year_ending,2023,Q2,YE Q2 2023,False,11072.059,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,New South Wales,NSW,year_ending,2023,Q3,YE Q3 2023,False,11433.789,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,New South Wales,NSW,year_ending,2023,Q4,YE Q4 2023,True,11458.001,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,New South Wales,NSW,year_ending,2024,Q1,YE Q1 2024,False,12270.456,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,New South Wales,NSW,year_ending,2024,Q2,YE Q2 2024,False,12452.374,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,New South Wales,NSW,year_ending,2024,Q3,YE Q3 2024,False,12103.491,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,New South Wales,NSW,year_ending,2024,Q4,YE Q4 2024,True,12441.086,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,New South Wales,NSW,year_ending,2025,Q1,YE Q1 2025,False,12105.834,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,New South Wales,NSW,year_ending,2025,Q2,YE Q2 2025,False,12827.751,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,Victoria,VIC,year_ending,2019,Q4,YE Q4 2019,True,6544.201,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,Victoria,VIC,year_ending,2020,Q1,YE Q1 2020,False,6569.736,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,Victoria,VIC,year_ending,2020,Q2,YE Q2 2020,False,5901.656,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,Victoria,VIC,year_ending,2020,Q3,YE Q3 2020,False,5225.048,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,Victoria,VIC,year_ending,2020,Q4,YE Q4 2020,True,4884.442,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,Victoria,VIC,year_ending,2021,Q1,YE Q1 2021,False,4742.035,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,Victoria,VIC,year_ending,2021,Q2,YE Q2 2021,False,5445.408,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,Victoria,VIC,year_ending,2021,Q3,YE Q3 2021,False,5729.752,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,Victoria,VIC,year_ending,2021,Q4,YE Q4 2021,True,6405.166,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,Victoria,VIC,year_ending,2022,Q1,YE Q1 2022,False,7079.858,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,Victoria,VIC,year_ending,2022,Q2,YE Q2 2022,False,7674.708,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,Victoria,VIC,year_ending,2022,Q3,YE Q3 2022,False,9197.778,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,Victoria,VIC,year_ending,2022,Q4,YE Q4 2022,True,9994.871,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,Victoria,VIC,year_ending,2023,Q1,YE Q1 2023,False,10333.77,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,Victoria,VIC,year_ending,2023,Q2,YE Q2 2023,False,10454.397,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,Victoria,VIC,year_ending,2023,Q3,YE Q3 2023,False,10522.97,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,Victoria,VIC,year_ending,2023,Q4,YE Q4 2023,True,10654.058,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,Victoria,VIC,year_ending,2024,Q1,YE Q1 2024,False,11188.592,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,Victoria,VIC,year_ending,2024,Q2,YE Q2 2024,False,11010.019,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,Victoria,VIC,year_ending,2024,Q3,YE Q3 2024,False,10816.009,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,Victoria,VIC,year_ending,2024,Q4,YE Q4 2024,True,10818.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,Victoria,VIC,year_ending,2025,Q1,YE Q1 2025,False,10836.201,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,Victoria,VIC,year_ending,2025,Q2,YE Q2 2025,False,12020.803,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,Queensland,QLD,year_ending,2019,Q4,YE Q4 2019,True,4508.148,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,Queensland,QLD,year_ending,2020,Q1,YE Q1 2020,False,4686.488,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,Queensland,QLD,year_ending,2020,Q2,YE Q2 2020,False,4373.856,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,Queensland,QLD,year_ending,2020,Q3,YE Q3 2020,False,4197.31,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,Queensland,QLD,year_ending,2020,Q4,YE Q4 2020,True,4002.897,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,Queensland,QLD,year_ending,2021,Q1,YE Q1 2021,False,3862.914,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,Queensland,QLD,year_ending,2021,Q2,YE Q2 2021,False,4441.232,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,Queensland,QLD,year_ending,2021,Q3,YE Q3 2021,False,4900.764,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,Queensland,QLD,year_ending,2021,Q4,YE Q4 2021,True,4791.96,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,Queensland,QLD,year_ending,2022,Q1,YE Q1 2022,False,5153.773,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,Queensland,QLD,year_ending,2022,Q2,YE Q2 2022,False,5592.292,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,Queensland,QLD,year_ending,2022,Q3,YE Q3 2022,False,5870.286,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,Queensland,QLD,year_ending,2022,Q4,YE Q4 2022,True,6789.993,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,Queensland,QLD,year_ending,2023,Q1,YE Q1 2023,False,7209.824,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,Queensland,QLD,year_ending,2023,Q2,YE Q2 2023,False,7212.339,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,Queensland,QLD,year_ending,2023,Q3,YE Q3 2023,False,7504.977,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,Queensland,QLD,year_ending,2023,Q4,YE Q4 2023,True,7324.711,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,Queensland,QLD,year_ending,2024,Q1,YE Q1 2024,False,7147.496,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,Queensland,QLD,year_ending,2024,Q2,YE Q2 2024,False,6906.181,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,Queensland,QLD,year_ending,2024,Q3,YE Q3 2024,False,6930.898,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,Queensland,QLD,year_ending,2024,Q4,YE Q4 2024,True,7186.475,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,Queensland,QLD,year_ending,2025,Q1,YE Q1 2025,False,7439.039,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,Queensland,QLD,year_ending,2025,Q2,YE Q2 2025,False,8324.288,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,South Australia,SA,year_ending,2019,Q4,YE Q4 2019,True,1221.886,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,South Australia,SA,year_ending,2020,Q1,YE Q1 2020,False,1284.105,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,South Australia,SA,year_ending,2020,Q2,YE Q2 2020,False,1182.838,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,South Australia,SA,year_ending,2020,Q3,YE Q3 2020,False,1193.721,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,South Australia,SA,year_ending,2020,Q4,YE Q4 2020,True,1154.093,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,South Australia,SA,year_ending,2021,Q1,YE Q1 2021,False,1183.79,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,South Australia,SA,year_ending,2021,Q2,YE Q2 2021,False,1428.037,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,South Australia,SA,year_ending,2021,Q3,YE Q3 2021,False,1591.158,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,South Australia,SA,year_ending,2021,Q4,YE Q4 2021,True,1784.027,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,South Australia,SA,year_ending,2022,Q1,YE Q1 2022,False,1746.213,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,South Australia,SA,year_ending,2022,Q2,YE Q2 2022,False,1755.069,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,South Australia,SA,year_ending,2022,Q3,YE Q3 2022,False,1836.569,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,South Australia,SA,year_ending,2022,Q4,YE Q4 2022,True,1914.27,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,South Australia,SA,year_ending,2023,Q1,YE Q1 2023,False,2055.723,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,South Australia,SA,year_ending,2023,Q2,YE Q2 2023,False,2217.737,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,South Australia,SA,year_ending,2023,Q3,YE Q3 2023,False,2249.645,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,South Australia,SA,year_ending,2023,Q4,YE Q4 2023,True,2269.494,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,South Australia,SA,year_ending,2024,Q1,YE Q1 2024,False,2342.113,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,South Australia,SA,year_ending,2024,Q2,YE Q2 2024,False,2201.644,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,South Australia,SA,year_ending,2024,Q3,YE Q3 2024,False,2174.293,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,South Australia,SA,year_ending,2024,Q4,YE Q4 2024,True,2163.896,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,South Australia,SA,year_ending,2025,Q1,YE Q1 2025,False,2185.165,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,South Australia,SA,year_ending,2025,Q2,YE Q2 2025,False,2371.166,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,Western Australia,WA,year_ending,2019,Q4,YE Q4 2019,True,2492.531,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,Western Australia,WA,year_ending,2020,Q1,YE Q1 2020,False,2557.045,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,Western Australia,WA,year_ending,2020,Q2,YE Q2 2020,False,2440.569,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,Western Australia,WA,year_ending,2020,Q3,YE Q3 2020,False,2820.711,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,Western Australia,WA,year_ending,2020,Q4,YE Q4 2020,True,2789.243,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,Western Australia,WA,year_ending,2021,Q1,YE Q1 2021,False,2800.376,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,Western Australia,WA,year_ending,2021,Q2,YE Q2 2021,False,2986.386,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,Western Australia,WA,year_ending,2021,Q3,YE Q3 2021,False,2692.417,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,Western Australia,WA,year_ending,2021,Q4,YE Q4 2021,True,2834.61,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,Western Australia,WA,year_ending,2022,Q1,YE Q1 2022,False,2906.785,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,Western Australia,WA,year_ending,2022,Q2,YE Q2 2022,False,3031.829,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,Western Australia,WA,year_ending,2022,Q3,YE Q3 2022,False,3341.372,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
Daytrip,All daytrip,Spend,AUD millions,Western Australia,WA,year_ending,2022,Q4,YE Q4 2022,True,3575.557,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_daytrip_backcast_2019_2025.xlsx,Table 2,"Backcast Daytrip Spend ($M), Australia and Statesa"
