travel_type,market,measure,unit,state,state_abbrev,year,annual_value,annual_method,source
Overnight,Intrastate,Nights,000 nights,South Australia,SA,2024,17117.673,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Nights,000 nights,Western Australia,WA,2019,22611.618,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Nights,000 nights,Western Australia,WA,2020,25758.408,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Nights,000 nights,Western Australia,WA,2021,30393.228,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Nights,000 nights,Western Australia,WA,2022,29382.485,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Nights,000 nights,Western Australia,WA,2023,27544.345,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Nights,000 nights,Western Australia,WA,2024,27787.774,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Nights,000 nights,Tasmania,TAS,2019,4130.878,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Nights,000 nights,Tasmania,TAS,2020,4473.158,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Nights,000 nights,Tasmania,TAS,2021,5258.797,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Nights,000 nights,Tasmania,TAS,2022,5024.978,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Nights,000 nights,Tasmania,TAS,2023,5003.859,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Nights,000 nights,Tasmania,TAS,2024,5265.223,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Nights,000 nights,Northern Territory,NT,2019,706.384,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Nights,000 nights,Northern Territory,NT,2020,804.343,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Nights,000 nights,Northern Territory,NT,2021,941.568,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Nights,000 nights,Northern Territory,NT,2022,904.354,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Nights,000 nights,Northern Territory,NT,2023,904.925,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Nights,000 nights,Northern Territory,NT,2024,946.185,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Nights,000 nights,ACT,ACT,2019,398.346,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Nights,000 nights,ACT,ACT,2020,227.378,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Nights,000 nights,ACT,ACT,2021,209.243,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Nights,000 nights,ACT,ACT,2022,283.854,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Nights,000 nights,ACT,ACT,2023,312.286,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Nights,000 nights,ACT,ACT,2024,316.634,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Spend,AUD millions,Australia,AUS,2019,37982.69,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Spend,AUD millions,Australia,AUS,2020,34402.303,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Spend,AUD millions,Australia,AUS,2021,43930.169,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Spend,AUD millions,Australia,AUS,2022,57166.359,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Spend,AUD millions,Australia,AUS,2023,60531.039,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Spend,AUD millions,Australia,AUS,2024,60978.344,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Spend,AUD millions,New South Wales,NSW,2019,13105.796,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Spend,AUD millions,New South Wales,NSW,2020,11381.151,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Spend,AUD millions,New South Wales,NSW,2021,11772.575,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Spend,AUD millions,New South Wales,NSW,2022,19039.712,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Spend,AUD millions,New South Wales,NSW,2023,19494.446,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Spend,AUD millions,New South Wales,NSW,2024,19745.115,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Spend,AUD millions,Victoria,VIC,2019,8521.409,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Spend,AUD millions,Victoria,VIC,2020,5487.308,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Spend,AUD millions,Victoria,VIC,2021,8764.783,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Spend,AUD millions,Victoria,VIC,2022,12523.871,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Spend,AUD millions,Victoria,VIC,2023,12750.312,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Spend,AUD millions,Victoria,VIC,2024,13309.456,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Spend,AUD millions,Queensland,QLD,2019,8503.626,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Spend,AUD millions,Queensland,QLD,2020,9199.196,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Spend,AUD millions,Queensland,QLD,2021,11593.003,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Spend,AUD millions,Queensland,QLD,2022,13448.358,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Spend,AUD millions,Queensland,QLD,2023,14952.759,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Spend,AUD millions,Queensland,QLD,2024,15342.446,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Spend,AUD millions,South Australia,SA,2019,2009.422,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Spend,AUD millions,South Australia,SA,2020,1977.328,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Spend,AUD millions,South Australia,SA,2021,2847.162,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Spend,AUD millions,South Australia,SA,2022,2778.099,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Spend,AUD millions,South Australia,SA,2023,3297.242,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Spend,AUD millions,South Australia,SA,2024,2946.094,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Spend,AUD millions,Western Australia,WA,2019,4927.198,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Spend,AUD millions,Western Australia,WA,2020,5551.858,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Spend,AUD millions,Western Australia,WA,2021,7922.258,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Spend,AUD millions,Western Australia,WA,2022,8110.845,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Spend,AUD millions,Western Australia,WA,2023,8513.701,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Spend,AUD millions,Western Australia,WA,2024,8238.442,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Spend,AUD millions,Tasmania,TAS,2019,574.915,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Spend,AUD millions,Tasmania,TAS,2020,546.015,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Spend,AUD millions,Tasmania,TAS,2021,732.332,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Spend,AUD millions,Tasmania,TAS,2022,834.999,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Spend,AUD millions,Tasmania,TAS,2023,990.469,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Spend,AUD millions,Tasmania,TAS,2024,845.342,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Spend,AUD millions,Northern Territory,NT,2019,191.533,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Spend,AUD millions,Northern Territory,NT,2020,196.524,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Spend,AUD millions,Northern Territory,NT,2021,210.296,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Spend,AUD millions,Northern Territory,NT,2022,271.961,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Spend,AUD millions,Northern Territory,NT,2023,348.642,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Spend,AUD millions,Northern Territory,NT,2024,354.917,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Spend,AUD millions,ACT,ACT,2019,148.79,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Spend,AUD millions,ACT,ACT,2020,62.921,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Spend,AUD millions,ACT,ACT,2021,87.76,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Spend,AUD millions,ACT,ACT,2022,158.514,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Spend,AUD millions,ACT,ACT,2023,183.468,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Spend,AUD millions,ACT,ACT,2024,196.531,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Trips,000 trips,Australia,AUS,2019,217295.805,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Trips,000 trips,Australia,AUS,2020,186444.794,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Trips,000 trips,Australia,AUS,2021,208855.11,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Trips,000 trips,Australia,AUS,2022,235310.264,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Trips,000 trips,Australia,AUS,2023,244110.226,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Trips,000 trips,Australia,AUS,2024,254334.69,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Trips,000 trips,New South Wales,NSW,2019,69209.735,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Trips,000 trips,New South Wales,NSW,2020,59157.647,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Trips,000 trips,New South Wales,NSW,2021,60873.146,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Trips,000 trips,New South Wales,NSW,2022,72010.606,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Trips,000 trips,New South Wales,NSW,2023,76598.171,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Trips,000 trips,New South Wales,NSW,2024,78607.185,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Trips,000 trips,Victoria,VIC,2019,66467.653,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Trips,000 trips,Victoria,VIC,2020,49880.283,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Trips,000 trips,Victoria,VIC,2021,59201.056,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Trips,000 trips,Victoria,VIC,2022,70823.051,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Trips,000 trips,Victoria,VIC,2023,72608.973,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Trips,000 trips,Victoria,VIC,2024,76728.942,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Trips,000 trips,Queensland,QLD,2019,40721.932,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Trips,000 trips,Queensland,QLD,2020,37606.169,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Trips,000 trips,Queensland,QLD,2021,43134.026,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Trips,000 trips,Queensland,QLD,2022,45265.216,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Trips,000 trips,Queensland,QLD,2023,46440.603,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Trips,000 trips,Queensland,QLD,2024,48636.313,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Trips,000 trips,South Australia,SA,2019,12620.687,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Trips,000 trips,South Australia,SA,2020,12138.314,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Trips,000 trips,South Australia,SA,2021,13927.493,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Trips,000 trips,South Australia,SA,2022,14533.905,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Trips,000 trips,South Australia,SA,2023,14833.051,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Trips,000 trips,South Australia,SA,2024,15436.845,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Trips,000 trips,Western Australia,WA,2019,22012.827,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Trips,000 trips,Western Australia,WA,2020,21539.548,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Trips,000 trips,Western Australia,WA,2021,24399.267,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Trips,000 trips,Western Australia,WA,2022,24909.179,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Trips,000 trips,Western Australia,WA,2023,25672.348,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Trips,000 trips,Western Australia,WA,2024,26778.288,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Trips,000 trips,Tasmania,TAS,2019,3973.046,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Trips,000 trips,Tasmania,TAS,2020,3970.048,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Trips,000 trips,Tasmania,TAS,2021,5012.149,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Trips,000 trips,Tasmania,TAS,2022,5199.177,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Trips,000 trips,Tasmania,TAS,2023,5267.467,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Trips,000 trips,Tasmania,TAS,2024,5358.882,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Trips,000 trips,Northern Territory,NT,2019,551.309,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Trips,000 trips,Northern Territory,NT,2020,669.067,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Trips,000 trips,Northern Territory,NT,2021,772.968,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Trips,000 trips,Northern Territory,NT,2022,771.807,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Trips,000 trips,Northern Territory,NT,2023,823.505,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Trips,000 trips,Northern Territory,NT,2024,849.557,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Trips,000 trips,ACT,ACT,2019,1738.616,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Trips,000 trips,ACT,ACT,2020,1483.718,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Trips,000 trips,ACT,ACT,2021,1535.005,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Trips,000 trips,ACT,ACT,2022,1797.323,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Trips,000 trips,ACT,ACT,2023,1866.108,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Trips,000 trips,ACT,ACT,2024,1938.678,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Spend,AUD millions,Australia,AUS,2019,23075.237,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Spend,AUD millions,Australia,AUS,2020,19563.891,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Spend,AUD millions,Australia,AUS,2021,23818.804,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Spend,AUD millions,Australia,AUS,2022,33877.065,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Spend,AUD millions,Australia,AUS,2023,37282.82,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Spend,AUD millions,Australia,AUS,2024,38850.413,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Spend,AUD millions,New South Wales,NSW,2019,7578.264,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Spend,AUD millions,New South Wales,NSW,2020,5984.011,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Spend,AUD millions,New South Wales,NSW,2021,7055.171,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Spend,AUD millions,New South Wales,NSW,2022,10322.603,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Spend,AUD millions,New South Wales,NSW,2023,11458.001,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Spend,AUD millions,New South Wales,NSW,2024,12441.086,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Spend,AUD millions,Victoria,VIC,2019,6544.201,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Spend,AUD millions,Victoria,VIC,2020,4884.442,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Spend,AUD millions,Victoria,VIC,2021,6405.166,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Spend,AUD millions,Victoria,VIC,2022,9994.871,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Spend,AUD millions,Victoria,VIC,2023,10654.058,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Spend,AUD millions,Victoria,VIC,2024,10818.0,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Spend,AUD millions,Queensland,QLD,2019,4508.148,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Spend,AUD millions,Queensland,QLD,2020,4002.897,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Spend,AUD millions,Queensland,QLD,2021,4791.96,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Spend,AUD millions,Queensland,QLD,2022,6789.993,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Spend,AUD millions,Queensland,QLD,2023,7324.711,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Spend,AUD millions,Queensland,QLD,2024,7186.475,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Spend,AUD millions,South Australia,SA,2019,1221.886,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Spend,AUD millions,South Australia,SA,2020,1154.093,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Spend,AUD millions,South Australia,SA,2021,1784.027,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Spend,AUD millions,South Australia,SA,2022,1914.27,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Spend,AUD millions,South Australia,SA,2023,2269.494,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Spend,AUD millions,South Australia,SA,2024,2163.896,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Spend,AUD millions,Western Australia,WA,2019,2492.531,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Spend,AUD millions,Western Australia,WA,2020,2789.243,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Spend,AUD millions,Western Australia,WA,2021,2834.61,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Spend,AUD millions,Western Australia,WA,2022,3575.557,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Spend,AUD millions,Western Australia,WA,2023,4181.887,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Spend,AUD millions,Western Australia,WA,2024,5024.373,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Spend,AUD millions,Tasmania,TAS,2019,420.197,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Spend,AUD millions,Tasmania,TAS,2020,477.358,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Spend,AUD millions,Tasmania,TAS,2021,611.968,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Spend,AUD millions,Tasmania,TAS,2022,712.093,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Spend,AUD millions,Tasmania,TAS,2023,733.962,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Spend,AUD millions,Tasmania,TAS,2024,726.497,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Spend,AUD millions,Northern Territory,NT,2019,66.533,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Spend,AUD millions,Northern Territory,NT,2020,95.586,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Spend,AUD millions,Northern Territory,NT,2021,98.915,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Spend,AUD millions,Northern Territory,NT,2022,118.8,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Spend,AUD millions,Northern Territory,NT,2023,125.606,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Spend,AUD millions,Northern Territory,NT,2024,210.348,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Spend,AUD millions,ACT,ACT,2019,243.477,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Spend,AUD millions,ACT,ACT,2020,176.261,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Spend,AUD millions,ACT,ACT,2021,236.986,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Spend,AUD millions,ACT,ACT,2022,448.877,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Spend,AUD millions,ACT,ACT,2023,535.102,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
Daytrip,All daytrip,Spend,AUD millions,ACT,ACT,2024,279.738,year ending December value,Tourism Research Australia: Domestic Tourism Statistics
